FruitID,Weight_g,Diameter_mm,Length_mm,DryMatter_pct,Brix,Firmness_kgf,SkinDefects_pct,ShapeIndex,Grade
401,71.1,53.2,71.8,15.7,6.1,6.5,0.9,0.74,C
402,86,56.4,71.7,16.6,6.7,5,3.1,0.79,B
403,95.1,60.1,76.2,13.5,8.1,5.3,1.7,0.79,C
404,95.7,58.4,72.1,18.3,6.1,5.1,0,0.81,B
405,88.2,54.6,70.5,16,5.7,4.4,1.9,0.77,B
406,104.3,58,75.7,16.2,5.6,7.1,3.2,0.77,B
407,79,51.9,72.4,15.4,6.3,5.5,0,0.72,C
408,92.9,62.6,69.4,15.5,5.7,6.6,2.9,0.9,B
409,96.8,57.2,76,15.3,7.8,6.5,3.2,0.75,B
410,102.7,62.5,72.7,17,6.7,4.5,0.5,0.86,A
411,105.7,55.9,72,15.5,7.3,6.7,1.7,0.78,B
412,78.1,55.9,72.6,16.7,6.3,6,10,0.77,C
413,72,54.9,68.3,14.8,5.6,4.5,6.5,0.8,C
414,114.2,61.5,70.2,15.8,5.5,5.9,1.6,0.88,B
415,100,55.2,72,14.3,5.8,4.5,1.3,0.77,B
416,83.8,60.6,71.3,17.3,6.8,7.1,0.4,0.85,B
417,118.3,56.5,76.5,14.2,6.9,6.3,0.1,0.74,B
418,96.7,50.1,72.8,15,7,5.4,1.1,0.69,B
419,112.7,55.7,75,15,5.3,6.8,8.5,0.74,B
420,96,53.3,72,15,6.5,3.9,9.6,0.74,B
421,125.9,58.1,75.7,16.6,5.7,4.8,5,0.77,B
422,121.3,53.2,73.4,15,6.8,5.2,1.3,0.73,B
423,91.3,61.7,72,17.6,6.9,7.7,0.5,0.86,B
424,109.6,57.6,72,14.3,5.6,4.4,2.7,0.8,B
425,104.7,57.3,68.7,15.8,7.3,3.8,3.1,0.83,B
426,115.5,60.6,73.8,14.3,8.4,4.1,1.7,0.82,B
427,80.5,61.9,71.9,16.1,7.2,6.4,3.5,0.86,B
428,105.3,57.9,70.2,15.5,6.4,4.9,4.1,0.82,B
429,110.9,54.9,75.9,15.3,6.2,5.3,4.6,0.72,B
430,68.6,50.9,67.6,17.3,6.3,6.3,2.1,0.75,Reject
431,77.3,55.3,70.5,14.5,5.9,5.3,4.7,0.78,C
432,64.4,55.5,75.6,16.4,6.7,5.7,0.1,0.73,Reject
433,91,58.4,73.1,14.3,5.6,6,3.4,0.8,B
434,105.8,56.6,71.8,15.7,5,5.1,0.8,0.79,B
435,117.5,60.8,72.9,13.7,6.7,5.3,0.9,0.83,C
436,96.1,55.5,72.6,14.5,6.5,5.7,0.3,0.76,B
437,119.4,57.8,66.7,15.4,6,6.4,0.6,0.87,B
438,74.3,62.7,70.8,18.2,5.5,4.7,14.5,0.89,C
439,69.4,59.4,77.7,15.7,6.7,2.5,1.6,0.76,Reject
440,94.2,57.8,69.7,18,5.7,6.2,7.9,0.83,B
441,100.8,55.6,70.9,15.8,6.4,6.4,0.5,0.78,B
442,94.5,55.5,70.1,14.9,7.9,5.7,0.7,0.79,B
443,64,54.6,71.7,17.8,7,5.8,2.4,0.76,Reject
444,93.7,55.8,70,16.2,5.4,4.9,1.3,0.8,B
445,75.4,61,73.7,14.5,5.5,6,3.1,0.83,C
446,105,57.1,72.7,16.2,6.6,6.4,1.6,0.79,A
447,100.5,52.6,74.7,15.1,5.4,5.6,5,0.7,B
448,80.9,65.1,68.3,12.5,4.9,8,1.7,0.95,C
449,87.3,59.3,70.8,16.9,6.9,3.9,2.5,0.84,B
450,79.1,52.4,71.2,17.1,6.8,5.7,1.2,0.74,C
451,94.1,56.2,73.6,18.3,6.9,4.3,3.7,0.76,B
452,109.3,58.4,69.2,16.1,6.7,6.4,3.2,0.84,A
453,80.2,64.8,75.2,15.1,6.4,3.9,1.5,0.86,B
454,102.6,53.6,76.2,16.8,6,4.2,1,0.7,B
455,87,61.9,68.5,16.8,6.9,4.9,2.9,0.9,B
456,83.1,63.6,70.3,18,7.7,5.8,8.6,0.9,B
457,93.4,55.5,70.1,15.4,6.1,4.9,0.4,0.79,B
458,79.5,56.9,81.2,15.3,5.7,4.9,4.8,0.7,C
459,86.7,53.9,70.5,14.4,5.6,5.3,2.3,0.76,B
460,77,57.2,77.9,16.3,5.8,5.3,2.2,0.73,C
461,124.5,57.9,67.6,13.2,6.7,7,9.8,0.86,C
462,95.5,60.6,68.5,16.7,4.8,6.2,2.8,0.88,B
463,84.5,62.4,69.6,16.4,6.9,5.2,5.3,0.9,B
464,98.2,55,69,16.4,7,7.6,2.2,0.8,B
465,93.3,50.1,71.1,15.7,5.1,6,0.9,0.71,B
466,91.7,57.9,69.5,17.8,5.7,4.5,3.6,0.83,B
467,104.2,59.2,69.1,16.8,6.6,5.8,7.7,0.86,B
468,106.4,59,76.1,14.6,6.4,6,5.5,0.78,B
469,87,56.7,76.3,14.6,6.9,4.8,0.7,0.74,B
470,86.4,58.5,75.3,14.2,6.4,4.4,1.1,0.78,B
471,90.9,64.1,73.8,16.3,7.5,5.6,2.2,0.87,A
472,60.5,59.5,72.3,14,6.2,5.1,2.5,0.82,Reject
473,72.3,56.5,70.3,17.1,5.7,7,0.6,0.8,C
474,115.5,56,68.7,17.5,5.6,6.2,0.8,0.82,B
475,119.7,57.3,73.3,14.2,7.1,4.9,4.3,0.78,B
476,91.3,64.5,67.9,15.2,6.5,5.9,3.9,0.95,B
477,103.6,57.3,68.5,15.5,7,6.8,5.5,0.84,B
478,99.7,57.9,76,16.8,7,4.1,8.1,0.76,B
479,141.2,56.1,78.7,17.9,4.9,4.5,1.1,0.71,B
480,111.8,62.4,73.4,13,5.6,5.5,5.9,0.85,C
481,93.1,65.8,75.9,15,5.7,5.5,3.3,0.87,B
482,80.7,59.8,71.1,15.1,5.8,5.4,9.5,0.84,B
483,70.9,58.3,67.3,13.4,6.2,5.2,1,0.87,C
484,98.1,58.1,74.1,14.8,7.3,5.2,0.9,0.78,B
485,83.7,48.5,74,16.1,7.5,5.9,3.7,0.65,B
486,73.7,61,72.3,15.1,6.3,6.6,7.9,0.84,C
487,85.3,58.5,71.2,13.2,6.3,5,5.2,0.82,C
488,78.8,59.7,75.4,19.8,5.9,7.9,3.9,0.79,C
489,120.3,55.2,68.5,15.9,6.6,7.5,1.5,0.8,B
490,108.2,56.5,69.3,15.7,6.7,6.8,3.8,0.81,B
491,94.9,56.4,68.5,13.9,7.1,6.1,4.8,0.82,C
492,117.2,62.1,72.3,15.9,7.1,7.5,4.2,0.86,B
493,96.2,56.5,68.2,15.3,4.7,5.2,3.4,0.83,B
494,82.1,66.3,69.6,12.7,6.4,4.7,0.1,0.95,C
495,117.8,59.7,69.5,13.9,7.6,5,3.2,0.86,C
496,103.1,52.9,71.1,16.7,6.1,4.5,2,0.74,B
497,79.4,57.5,66.8,18.4,7.4,5.6,9.8,0.86,C
498,92.1,55.4,72.3,16.1,6.3,5.8,2.8,0.77,B
499,81.9,49.2,76.4,17.2,6.6,5.7,2.8,0.64,B
500,74.3,64.4,72.5,15.3,5.6,5.5,15.4,0.89,C
501,108.9,60.8,77.4,15.4,5.6,5.6,0.3,0.79,B
502,123.6,60.1,76.7,17.1,7.1,7.2,1,0.78,B
503,74,58.7,74.7,18,7.2,6.1,3.2,0.79,C
504,103.4,52.5,72.3,17.5,6.5,6.4,1.1,0.73,A
505,85.2,56.1,72.1,13.9,5.5,5.7,1.3,0.78,C
506,87.7,61.4,74.7,15.4,6.5,3.9,6.7,0.82,B
507,86.1,53.8,70.6,15.9,7.5,3.7,2.6,0.76,B
508,82,47.9,65.4,15.1,7.9,7.6,0.3,0.73,B
509,95.7,57.1,73.7,16.1,6.2,5,1.1,0.77,B
510,82.5,57.4,68,16.7,5.2,4.9,0.2,0.84,B
511,99.1,58.5,68.6,17,7.2,5.7,2.4,0.85,A
512,94.2,60.9,72,18,6.3,6.1,0.6,0.85,B
513,91.4,60.6,71.7,15,7.3,6.2,5.8,0.84,B
514,81.4,59,67.1,13.5,6.7,7.3,2.6,0.88,C
515,86.3,62.8,72.6,16,5.8,7,0.2,0.87,B
516,106.3,51.9,75.4,18.3,6.5,4.7,1.1,0.69,A
517,102.5,60,68.1,14.8,7.5,6.5,2.9,0.88,B
518,80.3,60.5,76.5,16.5,6.4,5.1,1.2,0.79,B
519,96.5,53,66.5,16.5,5.7,5.4,2.2,0.8,B
520,106.3,52,79.4,15.8,5.2,4.4,7.2,0.65,B
521,70,55,70.6,15.5,5.9,3.8,1.3,0.78,Reject
522,103.2,55.4,72.5,14.1,6.2,5.5,1.2,0.76,B
523,85.1,61,65.4,12.1,7.2,4.5,5.1,0.93,C
524,103.6,55.5,71.8,13.8,5.6,6.4,1.2,0.77,C
525,83.6,54.6,72.8,14.9,7.7,5.2,0.2,0.75,B
526,67.9,55.6,71.7,17.1,5.4,5.8,0.6,0.77,Reject
527,70.6,62.5,70,15.3,8.4,6.9,8.9,0.89,C
528,95.7,58.1,68.7,14.7,7.9,4,8.1,0.85,B
529,98.9,57.3,76,14.2,6.6,4.8,0.8,0.75,B
530,81.4,57.6,72.1,16.5,5.2,5.7,2.4,0.8,B
531,104.6,63.2,77.4,17.5,6.5,5.8,0.4,0.82,B
532,70.1,55,70.2,17.1,6.2,6.6,3.4,0.78,C
533,94,63.3,70.5,16.4,5.5,6.4,0.6,0.9,B
534,76.8,58.8,74.9,13.3,6.7,5.6,0.2,0.79,C
535,85.2,57.4,66.3,15,5.8,5.8,5.2,0.86,B
536,95.7,68,67.8,18.4,5.9,5.8,1.2,1,B
537,82.1,53.8,75.8,17.2,6.3,4,0.3,0.71,B
538,89.2,56.6,67.9,13.2,6,5.3,5.4,0.83,C
539,110.1,53.1,65.6,15.4,8.2,5.7,4.3,0.81,B
540,86.3,61.8,78.5,16,6.1,6,3.5,0.79,B
541,107.5,64.8,67.1,14.4,6.9,4.6,7.3,0.96,B
542,78.1,64.7,72.6,12,6.6,4.2,2,0.89,C
543,102.9,62.9,72.2,15.6,6.8,5.3,0.4,0.87,B
544,116.6,57.2,62.2,14.3,6.8,7.5,0.2,0.92,B
545,60,56.5,71.1,14.3,7.2,4.7,1.2,0.8,Reject
546,83,51.3,73.6,15,6.7,6.7,0.3,0.7,B
547,103.7,66.1,73.2,15.3,6.7,7.1,2.3,0.9,B
548,92,59.9,75.2,15.5,6.5,5.5,0,0.8,B
549,100.6,56,70.6,14.2,6.4,4.8,1.8,0.79,B
550,85.9,63.3,74.5,15.2,5.8,6,0.6,0.85,B
551,96.3,54.1,69.6,12.9,6.5,5.7,1.4,0.78,C
552,92.7,59.6,67.1,16,6.7,4.6,3.4,0.89,B
553,112.5,57.3,67.5,11.2,6.8,4.8,1.3,0.85,C
554,98.8,60.6,66.9,15.1,6.6,6,1.3,0.91,B
555,100.1,57.7,75.5,16.9,6.3,6.4,14,0.76,C
556,88.8,52.2,66.7,13.9,6.5,5.2,3.8,0.78,C
557,87.7,58.3,73,16.6,6.1,5.4,2.2,0.8,B
558,88.5,62.2,71.1,17.2,6.8,6.2,2.6,0.88,B
559,100.9,57.9,71.6,10.5,6.3,5.3,2.9,0.81,C
560,88.7,61.1,76.8,15.3,6.6,5.2,0.1,0.8,B
561,99.3,53.8,70.5,11.2,7.3,4.7,0.3,0.76,C
562,126.1,57.9,74.1,15.3,5.9,4.7,3.1,0.78,B
563,108.1,55.5,72.1,15.5,7,8,1.4,0.77,B
564,90.1,61,71.5,11.8,6.5,5.3,0.2,0.85,C
565,113,58.1,80,18.4,8.1,6.9,1.1,0.73,A
566,88.9,60.8,67,15.9,6.3,7.2,0.4,0.91,B
567,64.4,62.4,76.5,14.2,7.1,5.3,7.4,0.81,Reject
568,79.9,60.8,74.3,17.7,6.5,5.9,0.7,0.82,C
569,66.9,59.1,70.3,12.8,5.4,5.6,0.5,0.84,Reject
570,89.7,54,77.7,13.7,6.1,3.9,3,0.7,C
571,95.3,58,65.5,12.1,7.2,3.9,2.2,0.88,C
572,120.1,55.9,70.2,18.2,6.2,5.5,2.6,0.8,B
573,99.9,56.6,67.8,16,4.7,5.1,1.7,0.84,B
574,91.7,56.5,73.4,16.5,6.5,7.4,1.9,0.77,B
575,107.4,54.1,68.1,16,5.6,5.3,4.5,0.79,B
576,61.8,50.2,73.5,16.4,6.6,7.5,0.7,0.68,Reject
577,98.5,55.3,71.3,15.6,7.7,5,1.5,0.78,B
578,106.6,58.8,70.3,15.9,7.1,7.4,9.5,0.84,B
579,72.8,52.6,73.4,15.7,7.7,6,0.6,0.72,C
580,112.2,58.1,71.1,14.6,6.1,6.1,1,0.82,B
581,100.1,65.6,68.2,15.4,6.4,5,0.6,0.96,B
582,88.8,62.1,81.8,15.9,5.7,6.1,0.1,0.76,B
583,104.5,64.6,70.3,15.7,6,7.2,0.9,0.92,B
584,129.1,59.6,64.2,13.3,5.8,5.4,0.1,0.93,C
585,97.7,62.7,69.1,13.5,5.5,5.2,0.5,0.91,C
586,98.7,55.1,67.6,17.1,7.6,5.3,1.4,0.82,A
587,88.1,55.4,74.9,15,4.8,7.1,0.1,0.74,B
588,82.3,47,73.1,16.4,7.6,6.4,4.2,0.64,B
589,107.5,62.7,73.4,13.9,7.5,6.9,4.8,0.85,C
590,82.2,64.2,70.7,13.3,6.9,5.8,1.6,0.91,C
591,96.1,55.8,71,14.2,5.6,5.5,12.5,0.79,C
592,87.8,57,70.7,15.2,5.2,5.9,3.4,0.81,B
593,102.2,55,71.7,14.5,6.1,6.6,4.1,0.77,B
594,100,59.5,74.9,17.4,7,5.3,0.6,0.79,A
595,110.6,62.5,73.2,15.8,6.5,6.9,5.5,0.85,B
596,87.3,51,73.8,18.3,5.7,5.9,8.7,0.69,B
597,91,59.6,73.7,16.1,7.4,3.1,0.8,0.81,B
598,80.3,56.9,75.1,11.9,7.8,6.4,3.5,0.76,C
599,88.3,58.5,73,17.1,6.3,4.2,4.1,0.8,B
600,100.7,59.8,73.3,13.2,6.6,6.4,1.1,0.82,C
601,106.4,57.2,76.2,15.8,5.3,6.4,1.9,0.75,B
602,81.2,57.6,69.7,14.3,6.2,5.8,0.3,0.83,B
603,108,57.1,69,18.7,6.9,6,0.6,0.83,A
604,115.3,61.9,67.8,17.7,6.8,6.6,0.2,0.91,A
605,101.2,59.7,72.6,14.4,6.1,5,2.5,0.82,B
606,123.2,58.9,65.5,15.3,6.3,6.3,2.9,0.9,B
607,83.4,52.9,73.6,15.9,6.1,6.7,7.4,0.72,B
608,76.3,56.5,71.6,16.8,6.3,7.3,2.3,0.79,C
609,68.3,61.6,76,15.5,6.8,4.4,0.9,0.81,Reject
610,117.4,58.2,69.6,14,4.9,5.9,0.2,0.83,C
611,104.8,60.6,71.3,14.4,6.4,4.5,6.5,0.85,B
612,94.2,65.1,75.9,15.5,6.8,4.5,2,0.86,B
613,99.2,62.2,76.8,17.4,6,5.9,4,0.81,B
614,78.1,58.4,69.6,16.1,6.1,5.6,0,0.84,C
615,131.7,56,72.6,14.3,6.1,6.6,2,0.77,B
616,96.9,47.8,73,16.5,6.1,5.2,1.2,0.65,B
617,96.6,57.3,73.3,14.9,6.5,5.4,0.1,0.78,B
618,105.9,56.7,71.1,16.8,6.6,5.7,4.5,0.8,A
619,102.2,59.6,76.5,19.3,4.8,4.6,2.2,0.78,B
620,98.4,57.4,65.4,15,7,4.8,1.2,0.88,B
621,83.1,56.7,70.5,16.7,6.3,6.6,4.9,0.8,B
622,102.1,50.9,73.6,14.4,8,5,1.8,0.69,B
623,123.2,54.2,73.6,15.3,5.5,6.7,0,0.74,B
624,115.2,59.9,76.7,15.5,5.8,6.1,8.7,0.78,B
625,118.9,64.9,76.2,15.2,6.3,4,0.9,0.85,B
626,87.3,57.6,71,19.2,6.8,6,5.3,0.81,B
627,80.2,59.3,76.5,15,4.9,6,5.1,0.77,B
628,93.1,61.8,69.5,16.4,5.8,5.9,0.5,0.89,B
629,95.8,54.8,75.3,12.6,7,5.4,1.9,0.73,C
630,111.4,59.5,78.3,16.1,5.7,4.6,0.1,0.76,B
631,69.6,55,76.3,17.2,7.6,6.8,1.3,0.72,Reject
632,117.9,61.5,72.4,14.7,6.1,5.4,3.9,0.85,B
633,92.6,58.6,70.8,11.7,5.8,4.6,0.8,0.83,C
634,88.6,59.2,66.6,15.4,7,6,0.4,0.89,B
635,79.8,54.9,73.1,15.5,7.8,4.8,2.1,0.75,C
636,70.2,60.8,68.1,16.6,6.8,4.6,2.3,0.89,C
637,107.3,66.3,69.2,18.5,7.5,5.1,3.4,0.96,A
638,96.1,54,67.8,14.9,7.8,4.8,4.3,0.8,B
639,75.7,56.6,70.4,14.2,5.8,4.6,3.6,0.8,C
640,75.6,58.9,71.9,13.7,7.3,6.3,5.6,0.82,C
641,90,61.1,73,15.8,5.3,5.4,0.8,0.84,B
642,120,55.8,69.9,16.2,6.8,6.8,2.5,0.8,A
643,91.1,46.7,75.7,14.7,6.4,4.6,1.3,0.62,B
644,72.5,63.4,71.3,16.7,7.5,3.8,9.8,0.89,C
645,91.3,61,69.2,16.2,7.4,5.6,1.7,0.88,A
646,90.9,51,72.8,15.6,7,7.4,9.6,0.7,B
647,60,55.6,78.9,14.1,6.7,6,4.4,0.7,Reject
648,94.2,64.3,73.2,14.8,6.9,8,3.8,0.88,B
649,91.5,63.8,70.7,11.9,6.5,5.8,2,0.9,C
650,105.4,61.8,66.7,15.9,6.5,5.7,1.8,0.93,B
651,122.7,57.3,71.2,15.5,7.7,3.3,2.2,0.8,B
652,111.9,58.3,72.8,15.8,7.8,5.9,1,0.8,B
653,91,57.5,70.6,16.3,6.4,5.7,7,0.81,B
654,78.4,62.5,66.2,16.1,6.7,5.1,4.7,0.94,C
655,133.6,54.5,69,15.3,6.6,5.4,4.8,0.79,B
656,95.9,54.8,77.1,15.6,5.2,5.4,1.7,0.71,B
657,95.2,62,77,13.4,6.2,5.3,0.2,0.81,C
658,94.6,57.8,68.9,14.6,7.8,7.6,3.4,0.84,B
659,98,63.5,74.4,15.6,5.9,5.1,1.4,0.85,B
660,92.8,55.3,67.9,14.4,8.2,5.7,6.1,0.81,B
661,86.4,57.8,76.9,16.8,7.4,5.1,4.5,0.75,B
662,86.8,54.3,72.9,14.5,6.8,6.3,0.5,0.75,B
663,94.5,58,75.3,15.8,6.9,5.7,2.8,0.77,B
664,86.8,52.1,66,15.7,5.8,5.2,3.5,0.79,B
665,84.3,56,74.4,16.6,6.3,3.6,2.5,0.75,B
666,96.6,52.3,72,16.9,7.7,5.7,2.2,0.73,A
667,91.2,60.8,75,16.5,6,5.2,0.8,0.81,B
668,117.6,60.9,75.2,12.3,7.3,5.4,0.8,0.81,C
669,60,51.1,72.2,17.3,5.4,4.3,4.4,0.71,Reject
670,111.4,63.3,69.9,17.8,5.5,6.9,0.1,0.91,B
671,113.7,68,74.7,14.8,8,6.4,4.5,0.91,B
672,63.9,58.2,71.8,15.9,6.5,6.9,2.2,0.81,Reject
673,89.9,55.4,68.9,14.2,6.1,6.6,8.3,0.8,B
674,89.4,69.3,68.8,12.6,7.6,6.1,17.8,1.01,C
675,73.9,52.7,66.8,14.4,7.5,4.4,3.3,0.79,C
676,83.3,58.1,70.2,14.7,7.2,7.3,1.6,0.83,B
677,78.3,58.7,75.9,15,6,4.6,1.9,0.77,C
678,121.3,63.4,72.6,14.1,6.3,5.2,0.7,0.87,B
679,109,59.4,70.1,14.4,6.7,6.2,0.3,0.85,B
680,114.1,56,74.8,15.5,7.1,6.3,2.6,0.75,B
681,105.8,54.2,69.1,14.3,6.1,6.1,4.9,0.78,B
682,78.1,56.6,72.3,16.3,6.6,5.1,0.9,0.78,C
683,87.1,54,71.4,16.5,6.7,4.9,1.6,0.76,B
684,102.3,58.2,74.7,19.1,7.5,8,2.4,0.78,B
685,76.7,55.7,66.5,17.2,7.1,5.5,7.2,0.84,C
686,105.7,52,69,15.9,5.3,5.3,0.4,0.75,B
687,91.4,63,66.3,14.6,6.3,4.8,0.8,0.95,B
688,89.4,56,71.1,15.9,5.8,5.7,7.5,0.79,B
689,105.7,52.9,76.2,16,7,5.7,0.1,0.69,B
690,101.7,57.3,70.2,14.7,7.2,5.5,3.2,0.82,B
691,89.6,58.3,70.2,16.7,6.6,5.9,3.1,0.83,B
692,112.4,51,75.1,13.4,6.3,7.3,1.4,0.68,C
693,78.8,59.3,75.7,15.1,6.6,4.9,1.9,0.78,C
694,104.2,53.8,71.7,16.3,6.7,5.5,5.8,0.75,B
695,103.9,64.8,74.4,15.1,6,4.9,0.5,0.87,B
696,90.4,60.1,68.2,15.2,5.5,5.8,0.8,0.88,B
697,99.9,56.4,76.8,15.3,4.9,4.9,2.2,0.73,B
698,76.2,55,79.5,14.2,7.5,5,1.6,0.69,C
699,108.9,57.6,73.8,17.3,6.9,4,2.6,0.78,B
700,92.2,60.5,64.7,14,6.8,5.6,7.6,0.93,C
701,87.2,57.9,70,16,7.5,5.9,7.5,0.83,B
702,110.7,57.1,74.1,16.1,5.5,7.4,0.8,0.77,B
703,84.4,58.2,70.5,14.1,5.1,6,1.1,0.83,B
704,73.9,55.6,76.5,15.6,6.8,5.1,0.5,0.73,C
705,71.7,56.6,74.1,14.1,6.7,4.1,7.9,0.76,C
706,104.1,49.7,69.5,17.6,5.1,4.3,1.5,0.71,B
707,75.8,61.9,72.1,13.8,6.8,4.2,1.8,0.86,C
708,121.3,59.2,68.9,14.5,6.2,7.4,4.9,0.86,B
709,63.8,54.9,71.4,13.7,5.9,5.8,2.2,0.77,Reject
710,120.4,65.6,70.1,13.5,6.2,4.9,0.4,0.94,C
711,98.2,58.3,76.1,17.9,4.5,4.5,1.7,0.77,B
712,93.5,53.9,79.4,16.3,6,4.6,3,0.68,B
713,86.8,61.4,67,15.7,5.9,4.9,3.8,0.92,B
714,101,59.6,65.3,14.5,6.9,6.8,3.1,0.91,B
715,94.4,59.6,71.1,16.9,6.4,5.5,0.4,0.84,B
716,111.5,56.3,66.7,14.3,7,4.1,1.1,0.84,B
717,96.7,59.8,72.2,16.7,4.5,7.8,4,0.83,B
718,97.3,57,74.6,14.2,5.8,4.4,6.4,0.76,B
719,89.5,60.2,77.2,14.5,6.9,4.9,0.1,0.78,B
720,94.1,50.4,72.7,16.6,6.3,6.8,0.1,0.69,B
721,99.6,56.3,71.3,16.8,7.2,5.9,3.1,0.79,A
722,69.3,64.9,65.1,16.4,5.1,5,2.4,1,Reject
723,74.8,54.9,72.1,13.9,7.1,4.3,0.5,0.76,C
724,106.1,55.6,72.2,14.8,6,4.5,2.4,0.77,B
725,97.6,56.2,74.2,15.7,5.9,4.6,11,0.76,C
726,92.2,53.1,69.5,14.2,7.3,5.5,3,0.76,B
727,95.3,49.2,70.5,17.6,7.4,5.7,1.8,0.7,A
728,100.2,57.1,66.8,11.9,7.3,5.4,5.3,0.85,C
729,86.9,58.5,64,14.3,8.1,5.5,0.7,0.92,B
730,83.3,57.8,68.1,14.7,7.5,4.4,1.6,0.85,B
731,97.9,57.4,66.5,11.2,5.9,5.8,2.3,0.86,C
732,80.3,58.2,73.2,13.4,6.6,6.8,2.1,0.79,C
733,101.1,62.1,70.2,16.4,6.2,5.3,7.6,0.88,B
734,69.5,57.2,70.1,15.5,8.1,5.3,1,0.82,Reject
735,110.4,55.7,68.6,17.9,7.4,5.6,0.2,0.81,A
736,102.1,56.9,60.7,17.8,6.3,6.6,7.4,0.94,B
737,98.8,60.3,77.3,16.1,7.2,4.6,0.7,0.78,A
738,109.7,63.6,68.5,16,5.5,7,1.4,0.93,B
739,120,55.5,70.6,15.6,6.7,5.9,2.3,0.79,B
740,110.2,58.4,66.9,11.5,5.7,5.5,11.2,0.87,C
741,67.4,59.4,75.4,13.4,5.1,6.7,2.3,0.79,Reject
742,75.8,54,72.5,15.7,7.1,4.3,1.8,0.75,C
743,85.6,58.1,69.1,16.4,7.2,6,2.6,0.84,B
744,95.4,52.1,70.6,15.9,6.9,5.9,10.6,0.74,C
745,102.8,50.9,77.9,14.2,6.4,4.6,5.1,0.65,B
746,84.1,59.5,71.7,16.9,5.5,6,0.6,0.83,B
747,97.8,56.5,71.4,17.7,5.6,5.8,4.9,0.79,B
748,83.7,58.8,68.7,16.9,5.7,5.3,5.5,0.86,B
749,85.8,57.9,65.4,17,6.3,6.4,3.5,0.89,B
750,73.9,54.1,71.4,14.7,7.4,4.9,3.2,0.76,C
751,81.2,57.8,73.1,17.1,7.3,5.8,1.7,0.79,B
752,74.7,53.1,75.8,15.7,5.2,5.4,3.1,0.7,C
753,80.4,63.6,64.1,16.3,5.9,4.9,4,0.99,B
754,110.8,52.6,68.1,16,5.9,6,0.4,0.77,B
755,80.8,57.2,70,15.3,4.5,5.3,0.9,0.82,B
756,134.5,53.8,72,14.2,7,4,0.6,0.75,B
757,102.4,60.3,71.5,15.4,6.3,3.7,5.5,0.84,B
758,97.8,56.7,71.6,17,6.4,6.3,3.4,0.79,B
759,82.1,55.9,73.4,14.8,7.6,4.3,1.8,0.76,B
760,105.5,61.4,68.8,16.8,6.6,5.8,5.2,0.89,B
761,86.4,58.1,75.3,16.6,6.2,5.6,3.8,0.77,B
762,96.8,60.1,73.5,15.1,7,5.1,7.3,0.82,B
763,133.4,54.1,70.9,17.6,7.3,7.5,0.2,0.76,B
764,93.6,52.4,77.6,15,6.7,5.7,2.1,0.67,B
765,112.2,58.4,77.4,17.8,7.1,6.3,3.7,0.75,A
766,84.5,56.7,75.3,16.2,6.4,5.8,0.7,0.75,B
767,94.5,60.5,61.4,15.5,6.4,5.3,1.2,0.98,B
768,121.6,57.7,77.5,14.2,6.6,5.5,1.6,0.74,B
769,85.6,58.8,74.8,15.4,5.9,7,4.7,0.79,B
770,122.2,51.5,79,15.2,6,6.6,2,0.65,B
771,105.6,65.6,76.3,13.6,7.6,7.5,2,0.86,C
772,86.6,57.3,77.5,15.2,8.1,5.7,1.7,0.74,B
773,104.5,60.8,75.1,14.3,7.8,4.6,0.8,0.81,B
774,109.6,54.7,76.7,16.4,5.4,5.1,7.7,0.71,B
775,104.3,59.2,79,17.5,5.4,4.3,1.1,0.75,B
776,71.4,52.8,72.8,13.7,5.5,6.3,2.5,0.73,C
777,84.1,59.8,66.5,18.1,6.6,4.9,0.5,0.9,B
778,91.3,56.6,70.9,15.3,4.5,2.5,1.7,0.8,B
779,93.9,58.1,73.4,14,6,8,7,0.79,B
780,104.3,60.8,72.3,16.6,7.6,4.9,16.2,0.84,C
781,97.7,53.1,67.6,14.8,7.3,4.9,1.3,0.78,B
782,75,55.3,66.3,15.4,6.1,7.2,0.5,0.83,C
783,100.7,59.8,69.4,14.9,6.2,4.3,1.1,0.86,B
784,104.2,66.4,74.8,14.3,7,6.6,1.2,0.89,B
785,103.4,57.4,77.5,16.6,7.2,4.9,3.1,0.74,A
786,111.2,60.4,75.2,15.1,6.1,4.2,2.1,0.8,B
787,107.5,57.6,75.7,13.3,6.3,7.2,4.4,0.76,C
788,101.9,65.8,71.7,16.3,6,6.4,3.6,0.92,B
789,93.9,51,65.9,13.7,5.4,6.4,0.9,0.77,C
790,70.1,58.4,70.4,13.8,6.3,5.9,4.6,0.83,C
791,101.4,51.5,71.1,17.3,6.3,6.1,5.6,0.72,B
792,98.1,48,70.3,13.7,5.5,4.3,2.7,0.68,C
793,99.1,59.2,72.2,12,7,5.6,7.9,0.82,C
794,75.8,58.6,73.5,16.4,6.9,4.6,4.6,0.8,C
795,78.8,56.9,75,15,7.1,4.1,2.7,0.76,C
796,110.8,57.6,71,15.2,5.9,5.9,7.1,0.81,B
797,94.4,70,65.3,15,4.9,6.7,2.8,1.07,B
798,105.2,57,70.3,15.8,6.9,5.1,2.2,0.81,B
799,95.4,60,72.2,14.4,6,5.3,1.3,0.83,B
800,95.4,55.4,76.3,17.7,5.8,4.4,6.4,0.73,B
